epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,9075.54,0.65745,0.89199,0.39385,1.23141,0.99379,0.99178,0.99486,0.89883,0.99318,0.99115,0.99485,0.8989,0.53583,0.62071,0.24009,0.99446,0.00901,0.00901,0.00901
12,9894.53,0.65189,0.8837,0.38928,1.22389,0.99363,0.992,0.99486,0.90008,0.99343,0.9918,0.99486,0.90057,0.53373,0.61699,0.23981,0.99329,0.008911,0.008911,0.008911
13,10714.7,0.64434,0.87198,0.38257,1.21111,0.993,0.99376,0.99486,0.90233,0.9928,0.99356,0.99486,0.90201,0.5314,0.61374,0.2351,0.99247,0.008812,0.008812,0.008812
14,11533.3,0.64016,0.86853,0.38062,1.20644,0.99439,0.99217,0.99486,0.90295,0.99419,0.9918,0.99485,0.90302,0.52938,0.61125,0.22763,0.9927,0.008713,0.008713,0.008713
15,12352.3,0.63616,0.8612,0.37846,1.20017,0.99337,0.9936,0.99486,0.90275,0.99297,0.9932,0.99485,0.90341,0.52686,0.60803,0.22252,0.99136,0.008614,0.008614,0.008614
16,13169.9,0.63311,0.85589,0.37268,1.19511,0.9934,0.99297,0.99485,0.90254,0.9932,0.99277,0.99485,0.90432,0.52401,0.60401,0.21931,0.98879,0.008515,0.008515,0.008515
17,13987.1,0.6294,0.85112,0.37132,1.18959,0.9934,0.99354,0.99486,0.90456,0.9932,0.99334,0.99485,0.9061,0.5192,0.59907,0.2182,0.98439,0.008416,0.008416,0.008416
18,14806.7,0.62817,0.84891,0.36896,1.18588,0.99477,0.9926,0.99486,0.90686,0.99457,0.9924,0.99485,0.90736,0.51449,0.5939,0.21394,0.97973,0.008317,0.008317,0.008317
19,15624.4,0.62396,0.84228,0.36742,1.18933,0.99439,0.9928,0.99486,0.90721,0.99419,0.9926,0.99485,0.90849,0.51041,0.58933,0.2108,0.97528,0.008218,0.008218,0.008218
20,16441.6,0.62097,0.83625,0.36367,1.18148,0.99539,0.99241,0.99486,0.9077,0.99545,0.9924,0.99486,0.90968,0.50655,0.58511,0.20964,0.97125,0.008119,0.008119,0.008119
21,17262,0.61857,0.83521,0.36455,1.17901,0.99519,0.9931,0.99487,0.90751,0.99519,0.9931,0.99487,0.91054,0.50317,0.58125,0.20969,0.96763,0.00802,0.00802,0.00802
22,18080,0.61671,0.83153,0.3593,1.16712,0.99563,0.994,0.99487,0.9082,0.99559,0.99345,0.99487,0.91183,0.49974,0.57681,0.21055,0.96346,0.007921,0.007921,0.007921
23,18899.5,0.6138,0.82631,0.35676,1.14777,0.99506,0.9944,0.99487,0.90911,0.99521,0.9942,0.99487,0.91326,0.49746,0.5737,0.20614,0.96026,0.007822,0.007822,0.007822
24,19716.8,0.61148,0.8252,0.35616,1.13418,0.99539,0.99451,0.99486,0.90988,0.99519,0.99431,0.99486,0.91437,0.49643,0.57038,0.20308,0.95845,0.007723,0.007723,0.007723
25,20533.5,0.60857,0.82074,0.35521,1.12828,0.99521,0.9946,0.99485,0.91121,0.99501,0.9944,0.99485,0.91547,0.49368,0.56704,0.20144,0.95387,0.007624,0.007624,0.007624
26,21353.3,0.60702,0.81865,0.35419,1.13309,0.99575,0.9938,0.99485,0.91227,0.99555,0.9936,0.99485,0.91743,0.49117,0.56396,0.20583,0.94957,0.007525,0.007525,0.007525
27,22172.9,0.60493,0.8184,0.35233,1.12626,0.99574,0.994,0.99484,0.91421,0.99574,0.994,0.99484,0.91889,0.48866,0.56077,0.21196,0.94475,0.007426,0.007426,0.007426
28,22990.8,0.60183,0.81046,0.34846,1.13038,0.99563,0.994,0.99484,0.91508,0.99563,0.994,0.99484,0.91962,0.48551,0.55822,0.20629,0.94064,0.007327,0.007327,0.007327
29,23809.4,0.60112,0.81095,0.34926,1.12484,0.99542,0.9942,0.99484,0.91739,0.99542,0.9942,0.99484,0.92027,0.48369,0.55569,0.20316,0.93721,0.007228,0.007228,0.007228
30,24628.3,0.599,0.80903,0.34758,1.11435,0.99559,0.99437,0.99484,0.91604,0.99559,0.99437,0.99484,0.92051,0.48481,0.55451,0.21264,0.93729,0.007129,0.007129,0.007129
31,25445.9,0.59725,0.80285,0.34427,1.10941,0.9952,0.9945,0.99483,0.91582,0.9952,0.9945,0.99483,0.92072,0.4923,0.55246,0.21723,0.94742,0.00703,0.00703,0.00703
32,26264,0.59606,0.80488,0.3454,1.10997,0.99539,0.99421,0.99483,0.91695,0.99539,0.99421,0.99483,0.92148,0.49405,0.55127,0.20418,0.95015,0.006931,0.006931,0.006931
33,27081.3,0.59197,0.79757,0.34276,1.11271,0.99537,0.9944,0.99483,0.91821,0.99537,0.9944,0.99483,0.9225,0.49128,0.54922,0.20122,0.94607,0.006832,0.006832,0.006832
34,27900,0.58965,0.79861,0.34029,1.10533,0.99505,0.9948,0.99482,0.91873,0.99556,0.9942,0.99482,0.92305,0.488,0.5473,0.1999,0.94063,0.006733,0.006733,0.006733
35,28719.6,0.58961,0.79396,0.33978,1.10669,0.99599,0.99417,0.99482,0.91917,0.99599,0.99417,0.99482,0.92326,0.48519,0.54593,0.19854,0.93634,0.006634,0.006634,0.006634
36,29537.7,0.58838,0.79465,0.33948,1.10208,0.9954,0.9949,0.99481,0.91935,0.99522,0.9944,0.99481,0.92318,0.48427,0.54384,0.19762,0.93484,0.006535,0.006535,0.006535
37,30356.5,0.58566,0.78924,0.33591,1.09523,0.9952,0.9951,0.99479,0.91999,0.99584,0.9942,0.99479,0.92394,0.4826,0.54032,0.1973,0.93116,0.006436,0.006436,0.006436
38,31174.4,0.58327,0.78692,0.33735,1.09526,0.99579,0.99471,0.99479,0.92002,0.9956,0.9942,0.99479,0.9244,0.48138,0.53893,0.1966,0.92661,0.006337,0.006337,0.006337
39,31993,0.581,0.78587,0.3362,1.09412,0.99599,0.99455,0.99479,0.92062,0.99599,0.9942,0.99479,0.9247,0.47975,0.5374,0.19548,0.92412,0.006238,0.006238,0.006238
40,32812.5,0.58017,0.78272,0.33194,1.09013,0.99588,0.9946,0.99478,0.92162,0.99618,0.9944,0.99478,0.92544,0.47827,0.53463,0.19524,0.92111,0.006139,0.006139,0.006139
41,33630.7,0.57868,0.78077,0.33191,1.0907,0.9954,0.99535,0.99478,0.92274,0.9956,0.99499,0.99478,0.92565,0.47578,0.53254,0.19375,0.91638,0.00604,0.00604,0.00604
42,34449.1,0.57857,0.7799,0.33126,1.09289,0.99559,0.99455,0.99479,0.92285,0.99579,0.99475,0.99479,0.92596,0.47368,0.53149,0.19146,0.91467,0.005941,0.005941,0.005941
43,35268.5,0.57491,0.77474,0.33125,1.08397,0.99539,0.99444,0.99478,0.9237,0.99559,0.99464,0.99478,0.9263,0.47188,0.53061,0.19096,0.91089,0.005842,0.005842,0.005842
44,36086.8,0.57389,0.77473,0.33199,1.08198,0.99555,0.9946,0.99478,0.92312,0.99575,0.9948,0.99478,0.92649,0.47062,0.52993,0.19007,0.90797,0.005743,0.005743,0.005743
45,36906,0.57265,0.77318,0.33072,1.08475,0.99579,0.99441,0.99477,0.92399,0.99599,0.99463,0.99477,0.9265,0.46945,0.52916,0.18882,0.90579,0.005644,0.005644,0.005644
46,37723.8,0.57037,0.76869,0.32753,1.08275,0.99579,0.99428,0.99479,0.9243,0.99579,0.99428,0.99477,0.92701,0.4679,0.52799,0.1884,0.90297,0.005545,0.005545,0.005545
47,38542,0.57103,0.77105,0.32627,1.08651,0.99579,0.99444,0.99479,0.92494,0.99574,0.9946,0.99477,0.92707,0.46638,0.52725,0.18624,0.90122,0.005446,0.005446,0.005446
48,39361.4,0.56853,0.76826,0.32624,1.08348,0.99599,0.99433,0.99478,0.92555,0.99559,0.99452,0.99477,0.92731,0.46533,0.52689,0.18571,0.89974,0.005347,0.005347,0.005347
49,40180.5,0.56644,0.76499,0.32287,1.07801,0.99579,0.99391,0.99479,0.92624,0.99579,0.99391,0.99477,0.92751,0.46412,0.52675,0.18518,0.89736,0.005248,0.005248,0.005248
50,40998.8,0.5638,0.76043,0.32337,1.06827,0.99619,0.99413,0.99479,0.92671,0.99619,0.99413,0.99476,0.92797,0.4632,0.52629,0.18581,0.89568,0.005149,0.005149,0.005149
51,41814.8,0.5624,0.7597,0.32228,1.07101,0.99603,0.9938,0.99479,0.92688,0.9952,0.9946,0.99476,0.9286,0.46359,0.5262,0.18599,0.89513,0.00505,0.00505,0.00505
52,42632.9,0.56089,0.75767,0.32157,1.06612,0.9944,0.99529,0.99479,0.92699,0.9954,0.99472,0.99477,0.92905,0.463,0.52561,0.18547,0.89381,0.004951,0.004951,0.004951
53,43452.5,0.55912,0.75476,0.31891,1.06867,0.99469,0.9954,0.99479,0.92693,0.99539,0.9954,0.99477,0.92903,0.46203,0.52489,0.18449,0.89234,0.004852,0.004852,0.004852
54,44270.4,0.55818,0.75323,0.32007,1.06691,0.9946,0.99549,0.9948,0.92748,0.9956,0.99478,0.99477,0.92919,0.46067,0.52439,0.18426,0.89097,0.004753,0.004753,0.004753
55,45090.7,0.55586,0.7512,0.31716,1.06874,0.995,0.99533,0.9948,0.92801,0.995,0.99533,0.99478,0.92938,0.45919,0.52365,0.18335,0.88914,0.004654,0.004654,0.004654
56,45910.5,0.55352,0.74842,0.3164,1.05794,0.995,0.9948,0.9948,0.92771,0.9952,0.995,0.99478,0.92987,0.45821,0.52305,0.18245,0.88722,0.004555,0.004555,0.004555
57,46730.2,0.55254,0.74798,0.31446,1.0626,0.99525,0.9946,0.9948,0.92784,0.99543,0.9948,0.99478,0.92995,0.45753,0.5222,0.18227,0.88648,0.004456,0.004456,0.004456
58,47549.3,0.5519,0.74275,0.3136,1.05549,0.9956,0.99503,0.99479,0.92837,0.9954,0.99483,0.99478,0.92974,0.45662,0.52098,0.18096,0.88521,0.004357,0.004357,0.004357
59,48367.1,0.54943,0.74237,0.31237,1.05282,0.99574,0.9954,0.99481,0.92851,0.99514,0.9948,0.99479,0.92991,0.45612,0.52029,0.18015,0.88464,0.004258,0.004258,0.004258
60,49186.5,0.5473,0.73968,0.30961,1.05258,0.9958,0.99549,0.9948,0.92864,0.9952,0.99489,0.99478,0.93057,0.45587,0.51983,0.17975,0.88384,0.004159,0.004159,0.004159
61,50005.1,0.54639,0.73713,0.30945,1.05249,0.9958,0.99528,0.99479,0.92901,0.9954,0.99497,0.99477,0.93076,0.45592,0.51948,0.17981,0.88354,0.00406,0.00406,0.00406
62,50823.9,0.54441,0.73539,0.30717,1.05251,0.9956,0.99537,0.99479,0.92934,0.9952,0.99466,0.99476,0.931,0.45491,0.51976,0.17887,0.88227,0.003961,0.003961,0.003961
63,51644.7,0.54309,0.73359,0.30759,1.05143,0.99591,0.9952,0.99478,0.92925,0.99511,0.9944,0.99475,0.93125,0.45394,0.51949,0.17752,0.88091,0.003862,0.003862,0.003862
64,52464.5,0.54054,0.73199,0.30444,1.04873,0.9962,0.99549,0.99478,0.92938,0.9954,0.99469,0.99474,0.93121,0.45322,0.51907,0.17693,0.88028,0.003763,0.003763,0.003763
65,53284.1,0.53921,0.72857,0.30493,1.04809,0.9962,0.99559,0.99477,0.92932,0.9954,0.99508,0.99475,0.93124,0.45294,0.51899,0.17829,0.87968,0.003664,0.003664,0.003664
66,54103,0.5352,0.72493,0.30289,1.0434,0.99563,0.9952,0.99477,0.9298,0.9952,0.99482,0.99474,0.93133,0.45468,0.51927,0.18422,0.88163,0.003565,0.003565,0.003565
67,54921.7,0.53339,0.72306,0.30093,1.04529,0.99619,0.99475,0.99478,0.9298,0.99564,0.9942,0.99475,0.9319,0.45885,0.51942,0.18093,0.88646,0.003466,0.003466,0.003466
68,55741.3,0.53238,0.72007,0.29853,1.0444,0.99619,0.99491,0.9948,0.93006,0.99559,0.99431,0.99477,0.93183,0.45768,0.51855,0.1804,0.88511,0.003367,0.003367,0.003367
69,56559.1,0.52951,0.71936,0.29793,1.03855,0.99599,0.99449,0.99479,0.92994,0.99559,0.99409,0.9948,0.93196,0.45704,0.51879,0.17988,0.88464,0.003268,0.003268,0.003268
70,57378.3,0.52711,0.71611,0.29592,1.04136,0.99491,0.9952,0.99479,0.93027,0.99451,0.9948,0.99481,0.9322,0.45648,0.51866,0.17945,0.88474,0.003169,0.003169,0.003169
71,58198.1,0.52637,0.71234,0.29565,1.03644,0.99599,0.9948,0.99483,0.93032,0.99558,0.9944,0.99483,0.93231,0.45553,0.51923,0.17965,0.88378,0.00307,0.00307,0.00307
72,59019.4,0.52567,0.71171,0.29502,1.04257,0.99542,0.9948,0.99483,0.93057,0.99502,0.9944,0.99484,0.93297,0.45444,0.51918,0.17931,0.88221,0.002971,0.002971,0.002971
73,59840,0.52274,0.71001,0.2934,1.04071,0.99599,0.99475,0.99484,0.9311,0.99559,0.99425,0.99485,0.93328,0.45427,0.51875,0.17891,0.88226,0.002872,0.002872,0.002872
74,60662.4,0.52085,0.7048,0.2909,1.03546,0.99441,0.99638,0.99484,0.9312,0.99401,0.99598,0.99485,0.93303,0.45412,0.51854,0.17931,0.88216,0.002773,0.002773,0.002773
75,61482.3,0.51932,0.70271,0.29014,1.0366,0.99401,0.99614,0.99484,0.93126,0.99361,0.99574,0.99485,0.93308,0.45396,0.51837,0.17909,0.88213,0.002674,0.002674,0.002674
76,62302.3,0.51813,0.70242,0.2891,1.03861,0.9948,0.99519,0.99484,0.93138,0.9944,0.99479,0.99485,0.93322,0.45374,0.51794,0.17885,0.88213,0.002575,0.002575,0.002575
77,63120.7,0.51374,0.69684,0.28624,1.03382,0.99441,0.9958,0.99485,0.93196,0.99401,0.9954,0.99485,0.93299,0.45297,0.51772,0.17922,0.88189,0.002476,0.002476,0.002476
78,63941.7,0.51139,0.69417,0.28428,1.03097,0.9952,0.99543,0.99488,0.93182,0.9946,0.99483,0.99485,0.9334,0.45275,0.51785,0.17929,0.88208,0.002377,0.002377,0.002377
79,64761.8,0.50702,0.68835,0.28217,1.02611,0.99534,0.9958,0.99488,0.93187,0.99474,0.9952,0.99485,0.93323,0.45292,0.51822,0.17908,0.88265,0.002278,0.002278,0.002278
80,65581.8,0.50594,0.68683,0.28066,1.02788,0.9954,0.99554,0.99489,0.93166,0.9946,0.99474,0.99482,0.93334,0.45295,0.51845,0.17872,0.88291,0.002179,0.002179,0.002179
81,66402.9,0.50312,0.68496,0.27922,1.02343,0.9956,0.99532,0.99486,0.93147,0.995,0.99472,0.99483,0.93365,0.45226,0.51875,0.17869,0.88275,0.00208,0.00208,0.00208
82,67223.4,0.50013,0.68011,0.27704,1.02189,0.9956,0.99551,0.9949,0.93157,0.995,0.99491,0.99484,0.93378,0.45219,0.51863,0.17817,0.88309,0.001981,0.001981,0.001981
83,68046.7,0.4993,0.67832,0.27597,1.02183,0.9954,0.99591,0.9949,0.93179,0.9948,0.99531,0.99485,0.93384,0.45157,0.51891,0.17753,0.88305,0.001882,0.001882,0.001882
84,68869.8,0.49535,0.67149,0.27209,1.01958,0.99534,0.9958,0.99489,0.93227,0.99474,0.9952,0.99485,0.93411,0.45076,0.51941,0.17688,0.88257,0.001783,0.001783,0.001783
85,69692,0.4943,0.6706,0.27155,1.02293,0.9956,0.99566,0.99489,0.93243,0.995,0.99506,0.99484,0.93401,0.44979,0.52026,0.17618,0.8826,0.001684,0.001684,0.001684
86,70515,0.4892,0.66591,0.2683,1.02252,0.99436,0.9958,0.99488,0.9323,0.99396,0.9954,0.99484,0.93406,0.44919,0.52097,0.17602,0.88273,0.001585,0.001585,0.001585
87,71339.3,0.48667,0.66116,0.2681,1.02088,0.9948,0.99528,0.99487,0.93142,0.9944,0.99488,0.99482,0.93421,0.44909,0.52206,0.1763,0.88354,0.001486,0.001486,0.001486
88,72162.3,0.48188,0.65423,0.26445,1.01079,0.99526,0.995,0.99487,0.93123,0.99486,0.9946,0.99482,0.93425,0.44947,0.5229,0.17697,0.88445,0.001387,0.001387,0.001387
89,72985.4,0.47916,0.65225,0.26157,1.00909,0.9952,0.99545,0.99487,0.93118,0.9948,0.99505,0.99481,0.93403,0.44925,0.52393,0.17649,0.88535,0.001288,0.001288,0.001288
90,73807,0.475,0.64798,0.25913,1.00771,0.99522,0.9954,0.99487,0.93116,0.9952,0.99497,0.99482,0.93411,0.4493,0.52561,0.17686,0.88656,0.001189,0.001189,0.001189
91,74624.7,0.36358,0.43343,0.15583,0.9957,0.99511,0.9952,0.99488,0.93179,0.99471,0.9948,0.99483,0.93399,0.44844,0.52583,0.17601,0.88658,0.00109,0.00109,0.00109
92,75441.9,0.35066,0.42013,0.14913,0.98448,0.9952,0.99553,0.99488,0.93212,0.9948,0.99513,0.99484,0.93431,0.44839,0.52785,0.17509,0.88777,0.000991,0.000991,0.000991
93,76256.5,0.3398,0.40944,0.14382,0.974,0.99427,0.9954,0.99486,0.93225,0.99381,0.99533,0.99486,0.93446,0.44849,0.53092,0.17374,0.89014,0.000892,0.000892,0.000892
94,77070.3,0.33131,0.3997,0.14079,0.96666,0.99443,0.9952,0.99488,0.93205,0.99381,0.99547,0.99488,0.93473,0.44879,0.53514,0.17239,0.89312,0.000793,0.000793,0.000793
95,77884.3,0.33018,0.39013,0.14985,0.94548,0.99493,0.9954,0.99487,0.93201,0.99473,0.9952,0.99487,0.93495,0.44696,0.53933,0.16997,0.89404,0.000694,0.000694,0.000694
96,78699.1,0.32247,0.38216,0.14529,0.93903,0.99568,0.994,0.99486,0.93218,0.99568,0.994,0.99486,0.93504,0.44531,0.54451,0.16795,0.89515,0.000595,0.000595,0.000595
97,79513.4,0.31308,0.37408,0.1415,0.93249,0.9958,0.9942,0.99488,0.93233,0.9958,0.9942,0.99488,0.93498,0.44398,0.55075,0.16647,0.89674,0.000496,0.000496,0.000496
98,80328.2,0.30473,0.36582,0.13741,0.92676,0.99579,0.99467,0.99487,0.93195,0.99579,0.99467,0.99487,0.9347,0.44368,0.55769,0.16532,0.89943,0.000397,0.000397,0.000397
99,81142.4,0.29843,0.35916,0.13469,0.92267,0.99606,0.9954,0.99486,0.93118,0.99606,0.9954,0.99486,0.93443,0.44376,0.56559,0.16487,0.90291,0.000298,0.000298,0.000298
100,81955.7,0.29175,0.35203,0.13132,0.9189,0.99639,0.9958,0.99486,0.93102,0.99599,0.9954,0.99486,0.93431,0.44373,0.57463,0.16465,0.90634,0.000199,0.000199,0.000199
