epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,77908.7,0.43862,0.59851,0.24959,0.99449,0.99739,0.99544,0.99493,0.9229,0.99639,0.99444,0.99483,0.92805,0.45571,0.53721,0.19233,0.90767,0.001882,0.001882,0.001882
84,78910.7,0.43331,0.59235,0.24759,0.99295,0.99739,0.99553,0.99493,0.92241,0.99639,0.99453,0.99481,0.92791,0.45585,0.53907,0.19292,0.90889,0.001783,0.001783,0.001783
85,79898.7,0.43183,0.59053,0.24551,0.99305,0.99659,0.99512,0.9949,0.92278,0.99599,0.99452,0.99483,0.92764,0.45577,0.54074,0.19263,0.90992,0.001684,0.001684,0.001684
86,80875,0.42598,0.5816,0.24275,0.98476,0.99679,0.99543,0.99493,0.92259,0.99599,0.99463,0.99483,0.92759,0.45612,0.54253,0.19378,0.91151,0.001585,0.001585,0.001585
87,81887.4,0.42272,0.57912,0.23988,0.98744,0.99673,0.9954,0.99493,0.92286,0.99593,0.9946,0.99483,0.92788,0.45613,0.54431,0.19376,0.91259,0.001486,0.001486,0.001486
88,82895.7,0.4189,0.57289,0.23793,0.98538,0.99759,0.99476,0.99493,0.92236,0.99679,0.99396,0.99483,0.92742,0.45653,0.5465,0.194,0.91405,0.001387,0.001387,0.001387
89,83893.6,0.41568,0.56726,0.23506,0.98112,0.99745,0.995,0.99493,0.92251,0.99664,0.9942,0.99482,0.9271,0.45681,0.54859,0.19395,0.91548,0.001288,0.001288,0.001288
90,84894.9,0.41003,0.56149,0.23163,0.97591,0.9968,0.99566,0.99493,0.92234,0.99599,0.99486,0.99482,0.92709,0.45717,0.55057,0.19382,0.91704,0.001189,0.001189,0.001189
91,85915.8,0.29536,0.36338,0.1511,0.94621,0.9967,0.996,0.99493,0.92258,0.9959,0.9952,0.99481,0.92697,0.45699,0.55339,0.19418,0.91814,0.00109,0.00109,0.00109
92,86915.1,0.28324,0.35089,0.14379,0.93565,0.99677,0.9964,0.99495,0.92237,0.99576,0.9954,0.9948,0.92707,0.45689,0.55661,0.19349,0.91982,0.000991,0.000991,0.000991
93,87910.9,0.27212,0.33881,0.13868,0.92728,0.9974,0.9962,0.99495,0.92221,0.99639,0.9952,0.9948,0.92695,0.45674,0.55992,0.19303,0.92184,0.000892,0.000892,0.000892
94,88896.3,0.26373,0.3298,0.13498,0.92146,0.9976,0.99639,0.99494,0.92184,0.9966,0.99539,0.99479,0.92679,0.45656,0.56313,0.19208,0.92392,0.000793,0.000793,0.000793
95,89880.5,0.25549,0.3202,0.13029,0.91497,0.99764,0.9964,0.99494,0.92163,0.99664,0.9954,0.99479,0.92715,0.45633,0.56771,0.19128,0.92607,0.000694,0.000694,0.000694
96,90893.5,0.24741,0.3123,0.12639,0.90946,0.9974,0.99629,0.99494,0.92161,0.9964,0.99529,0.99478,0.92706,0.45588,0.5724,0.19086,0.92794,0.000595,0.000595,0.000595
97,91890.8,0.24049,0.30449,0.12348,0.90473,0.9972,0.99645,0.99495,0.92164,0.9962,0.99545,0.99477,0.92696,0.45557,0.57785,0.19076,0.93056,0.000496,0.000496,0.000496
98,92881.2,0.23272,0.2966,0.11905,0.89947,0.99731,0.9966,0.99495,0.92209,0.99631,0.9956,0.99477,0.92668,0.45523,0.58346,0.19068,0.93302,0.000397,0.000397,0.000397
99,93828.6,0.2259,0.28828,0.11634,0.8958,0.9974,0.9966,0.99495,0.92237,0.9964,0.9956,0.99476,0.92651,0.45506,0.5904,0.19045,0.93608,0.000298,0.000298,0.000298
100,94829.4,0.21869,0.2819,0.11283,0.88991,0.9976,0.99654,0.99495,0.9225,0.9966,0.99554,0.99477,0.92659,0.4551,0.59779,0.19048,0.93963,0.000199,0.000199,0.000199
