epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,43072,0.53563,0.7274,0.30868,1.0474,0.99644,0.9956,0.99491,0.92428,0.99564,0.9948,0.99488,0.926,0.45916,0.53627,0.19287,0.88873,0.003268,0.003268,0.003268
70,43685.7,0.53291,0.72412,0.30724,1.04751,0.99648,0.9956,0.99492,0.9241,0.99568,0.9948,0.99488,0.92594,0.45852,0.53505,0.19287,0.88811,0.003169,0.003169,0.003169
71,44303.1,0.53175,0.72203,0.30651,1.04587,0.9966,0.99561,0.99491,0.92452,0.99579,0.99481,0.99488,0.92623,0.45806,0.53379,0.19234,0.88729,0.00307,0.00307,0.00307
72,44964.4,0.5302,0.71956,0.30656,1.04491,0.99654,0.9958,0.99492,0.9249,0.99574,0.995,0.99488,0.92697,0.45761,0.53043,0.19206,0.88685,0.002971,0.002971,0.002971
73,45624.1,0.52976,0.7186,0.3043,1.04328,0.99651,0.9958,0.99491,0.92547,0.99571,0.995,0.99487,0.92731,0.45728,0.53032,0.19208,0.88635,0.002872,0.002872,0.002872
74,46270,0.52589,0.71323,0.30299,1.04121,0.99654,0.9958,0.99492,0.92504,0.99577,0.995,0.99488,0.92693,0.45724,0.52927,0.19157,0.88619,0.002773,0.002773,0.002773
75,46919.6,0.52401,0.71207,0.30208,1.03874,0.99656,0.9958,0.99492,0.92484,0.99578,0.995,0.99488,0.92682,0.45701,0.52928,0.19139,0.88587,0.002674,0.002674,0.002674
76,47577.4,0.52339,0.71248,0.29937,1.03718,0.99651,0.9958,0.99492,0.92518,0.99573,0.995,0.99488,0.92667,0.457,0.52846,0.19087,0.88569,0.002575,0.002575,0.002575
77,48225,0.51835,0.70435,0.29641,1.03639,0.9965,0.9958,0.99492,0.92547,0.99574,0.995,0.99488,0.92723,0.45684,0.52872,0.1908,0.88524,0.002476,0.002476,0.002476
78,48880.4,0.5161,0.70359,0.29543,1.03264,0.9966,0.99577,0.99492,0.92563,0.996,0.99517,0.99488,0.92764,0.45676,0.52914,0.1909,0.88505,0.002377,0.002377,0.002377
79,49520,0.51501,0.70025,0.29285,1.03152,0.99658,0.9958,0.99492,0.92564,0.99598,0.9952,0.99488,0.92757,0.45647,0.52901,0.19053,0.88474,0.002278,0.002278,0.002278
80,50133.4,0.51313,0.69864,0.29247,1.03221,0.99658,0.9958,0.99493,0.92548,0.99598,0.9952,0.99488,0.92786,0.45599,0.52879,0.19071,0.88421,0.002179,0.002179,0.002179
81,50747.1,0.50894,0.69309,0.28992,1.02956,0.9966,0.99559,0.99493,0.92585,0.996,0.99499,0.99489,0.92792,0.45552,0.53008,0.19032,0.88375,0.00208,0.00208,0.00208
82,51356.1,0.50899,0.69248,0.28993,1.02901,0.99654,0.9954,0.99494,0.9259,0.99592,0.9948,0.99489,0.92764,0.4551,0.52907,0.18993,0.88319,0.001981,0.001981,0.001981
83,51958.3,0.50487,0.68755,0.2881,1.02573,0.9964,0.99527,0.99493,0.92617,0.99579,0.99467,0.99489,0.92821,0.45477,0.53047,0.18981,0.88286,0.001882,0.001882,0.001882
84,52565.5,0.50118,0.68399,0.28521,1.02388,0.9966,0.99552,0.99492,0.92579,0.99599,0.99492,0.99488,0.92839,0.4549,0.52952,0.18892,0.88316,0.001783,0.001783,0.001783
85,53186.8,0.5003,0.68214,0.2848,1.02487,0.9962,0.99537,0.99492,0.92665,0.9958,0.99497,0.99489,0.92866,0.4545,0.52969,0.18868,0.88311,0.001684,0.001684,0.001684
86,53810.8,0.49603,0.67692,0.28055,1.01992,0.99628,0.995,0.99492,0.92631,0.99588,0.9946,0.99489,0.92904,0.45434,0.52954,0.18827,0.88302,0.001585,0.001585,0.001585
87,54430.4,0.49329,0.67448,0.27986,1.02038,0.99639,0.99489,0.99492,0.9266,0.99599,0.99449,0.99489,0.92937,0.45403,0.52828,0.18826,0.88285,0.001486,0.001486,0.001486
88,55048.6,0.49089,0.67077,0.27849,1.01799,0.99639,0.99489,0.99492,0.92697,0.99599,0.99449,0.99488,0.92947,0.45364,0.52655,0.18832,0.88261,0.001387,0.001387,0.001387
89,55677.4,0.48879,0.66557,0.27564,1.01709,0.99639,0.99442,0.99492,0.9267,0.99599,0.99402,0.99488,0.92979,0.45334,0.52592,0.18834,0.88258,0.001288,0.001288,0.001288
90,56299.9,0.4856,0.66255,0.27207,1.01515,0.99699,0.994,0.99492,0.92695,0.99683,0.9934,0.99488,0.92966,0.45307,0.52563,0.18883,0.88259,0.001189,0.001189,0.001189
91,56945.1,0.37669,0.4556,0.17605,1.00366,0.99726,0.9938,0.99492,0.92738,0.99708,0.9934,0.99488,0.93015,0.4523,0.52434,0.18816,0.88212,0.00109,0.00109,0.00109
92,57600,0.36578,0.44465,0.16981,0.99414,0.99694,0.994,0.99492,0.9281,0.99703,0.9936,0.99487,0.93066,0.45182,0.5233,0.18753,0.88197,0.000991,0.000991,0.000991
93,58250.5,0.35585,0.43436,0.1644,0.98616,0.99699,0.99407,0.99491,0.9284,0.9954,0.99532,0.99487,0.93105,0.4513,0.52303,0.18628,0.88201,0.000892,0.000892,0.000892
94,58906.5,0.34884,0.42705,0.16075,0.9803,0.99676,0.9946,0.99492,0.92852,0.9954,0.99522,0.99487,0.93122,0.45076,0.52284,0.18559,0.88206,0.000793,0.000793,0.000793
95,59542.5,0.34192,0.4197,0.15785,0.97438,0.99679,0.9947,0.99491,0.92864,0.99659,0.9945,0.99486,0.93112,0.4504,0.52301,0.18494,0.88227,0.000694,0.000694,0.000694
96,60166.4,0.33443,0.41174,0.15386,0.96852,0.99716,0.995,0.99491,0.92852,0.99696,0.9948,0.99486,0.93131,0.45008,0.52319,0.18459,0.8828,0.000595,0.000595,0.000595
97,60793.2,0.32727,0.40468,0.14959,0.96315,0.99739,0.99498,0.99492,0.9282,0.99719,0.99478,0.99486,0.93114,0.44974,0.52364,0.18397,0.8834,0.000496,0.000496,0.000496
98,61406.4,0.31978,0.39714,0.14589,0.95784,0.99726,0.9948,0.99491,0.92828,0.99706,0.9946,0.99486,0.93129,0.44946,0.5246,0.18336,0.88418,0.000397,0.000397,0.000397
99,62021.2,0.31377,0.39101,0.14276,0.95367,0.99697,0.9954,0.99491,0.92793,0.99673,0.9952,0.99486,0.93174,0.44904,0.52612,0.18258,0.88509,0.000298,0.000298,0.000298
100,62636.6,0.30637,0.38394,0.13912,0.9469,0.99732,0.9952,0.99492,0.928,0.99692,0.9948,0.99486,0.93188,0.44886,0.52763,0.18227,0.88635,0.000199,0.000199,0.000199
